VSSL_INNB,CLSGN,VSSL_NO,IMO_NO,MMSI_NO,BEF_VSSL_NO,BEF_CLSGN,PRT_AG_CD,SATMNT_ENTRPS_CD,SAVE_TP,VSSL_KND_CD,VSSL_KOR_NM,VSSL_ENG_NM,VSSL_NLTY_CD,SHIPNG_NAT_CD,SHIPNG_PRT_CD,OPRTR_NLTY_CD,OPRTR_ENTRPS_CD,SHPWNR_NLTY_CD,SHPWNR_ENTRPS_CD,TON_EDYC_SE,INTRL_GRTG,GRTG,NTNG,CMDTY_WT_TON,VSSL_TOT_LT,SHDTH,VSSL_DRFT,VSSL_LT,VSSL_DP,BRBT_SE,IBOBPRT_SE,NVG_SHAP_CD,ERSR_RESN_CD,VSSL_CNSTR_DT,ORGINL_CMPRSN_DT,ISSC_DSPTH_DTLS,ISSC_APRTF_CECK_DTLS,ISSC_CNFIRM_DT,ISSC_PRT_CD,VSSL_TELNO_1,VSSL_TELNO_2,VSSL_TELNO_3,XCSSHP_AT,OKR_DPLC_HULL_AT,SBT_YN,REMARK,SATMNT_DT,USE_YN,RDCSHP_RESN,RDCSHP_DE,HARBOR_TNSPOT_SE,STDR_INSTT_HRSPW,USER_INSRNC_EXPRTN_DE,VSSL_INSRNC_EXPRTN_DE,CREW_INSRNC_EXPRTN_DE,POSESN_SE,HOLD_SE,CHARTSP_BEGIN_DE,CHARTSP_END_DE,LDADNG_CPCTY,ACQS_DE,RGSTR_ID,REGIST_DT,UPDUSR_ID,UPDT_DT,ROW_STTUS_CD,TELNO_RM,REQST_NO,NWSHIP_TKOFF_AT,OIL_INSRNC_BEGIN_DE,OIL_INSRNC_END_DE,RGSTR_SE,SATMNT_ENTRPS_U_CD,SUB_INST_YN,LDADNG_TEU,RE_SATMNT_REQST_YN,RE_SATMNT_REQST_RESN
9725110,MGGA4,,9725110,232024772,,D5KD6,622,KMS8802,3,41,HYUNDAI EARTH,HYUNDAI EARTH,GB,GB,LON,KR,KMS8802,,KMC0326,1,"110,632","110,632","72,337","124,092",324,48,16,309,20,9,1,1,,1/1/2016 0:00,,,,,,1029675171,556816181,,,N,N,"181108 선명,운영자국적,대리점 변경/국제증서,국제톤수,외항선 160121 대리점변경",5/11/2020 14:33,Y,,,,,,,,,,,,,,skarter,2/3/2016 17:48,icpa11019011,5/4/2021 13:33,A,,60106,,,,,,,"10,055",,
9725122,MGGA6,,9725122,232024773,,D5KN4,20,KMS8802,3,41,HYUNDAI MARS,HYUNDAI MARS,GB,GB,LON,GB,KMS8802,,,1,"110,632","110,632","72,337","124,092",324,48,16,309,20,9,1,1,,10/14/2015 0:00,,,,,,1073026210,1050051428,,,N,N,"160229 선적항,대리점 변경",3/30/2020 13:55,Y,,,,,,,,,,,,,,krisimage,3/9/2016 10:54,vtms,3/24/2021 6:11,A,,59328,,,,,,,"10,055",,
ICDK,ICDK,,9322475,247188100,,ITP0130,20,KMC0123,3,41,ITAL LIBERA,ITAL LIBERA,IT,IT,TRS,TW,KMC0123,TW,KMC0123,1,"54,152","54,152","30,973","67,986",297,32,28,294,22,,1,1,,2/14/2007 0:00,,,,,,,1031902245,,,N,N,131217 나용구분 변경,2/16/2007 0:00,Y,,,,,,,,,,,,,,bpa111,3/6/2014 0:08,gunsanvts-IHS,10/27/2020 15:30,A,,,,,,,,,"5,090",,
9727625,9HA4509,,9727625,248089000,,,20,KMC0660,3,41,CAPE SOUNIO,CAPE SOUNIO,MT,MT,MLA,MH,,,,1,"112,836","112,836","62,337","134,869",330,48,16,316,23,,1,1,,1/2/2017 0:00,4/27/2017 0:00,,,,,,1074454786,,,,N,,5/10/2017 13:30,Y,,,,,,,,,,,,,,bpa020,5/10/2017 13:43,vtms,3/25/2021 0:06,A,,,,,,,,,"11,010",,
3ECG9,9HA4541,,9293466,248166000,,VROJ5,20,KMC0406,3,41,CSL SOPHIE,CSL SOPHIE,MT,MT,MLA,IL,,IL,,1,"54,519","54,519","22,921","65,006",294,32,14,284,22,,1,1,,8/12/2005 0:00,4/27/2015 0:00,,,,,1050692514,1094502281,,,N,N,171124 대리점변경,6/27/2019 10:19,Y,,,,,,,,,,,,,,bpa020,11/24/2017 13:37,bpa161006-IHS,10/27/2020 15:37,A,,53670,,,,,,,"4,738",,
9HA2280,9HA2280,,9409182,248278000,,2CJV5,20,KMC0155,3,41,MIRAMARIN,MIRAMARIN,MT,MT,MLA,DK,,,,1,"73,779","73,779","42,486","85,523",287,40,15,287,20,,1,1,,7/31/2009 0:00,2/7/2012 0:00,,,,,1098165350,,,,N,N,120206 선명/선주-운영자국적 변경,7/31/2020 13:39,Y,,,,,,,,,,,,,,sima3116,2/7/2012 11:23,vtms,4/9/2021 23:58,A,,61693,,,,,,,"6,574",,
C6SP8,9HA4658,,9248112,248455000,,C6SP8,20,KMC0748,3,41,CMA CGM EIFFEL,CMA CGM EIFFEL,MT,MT,MLA,FR,,FR,,1,"49,855","49,855","20,243","58,344",266,32,13,266,22,,1,1,,3/18/2002 0:00,,,,,,,514605732,,,,N,"171206나용구분/170912 나용구분변경/170912 호출부호,선박국적,선적항변경",9/11/2017 0:00,Y,,,,,,,,,,,,,,bpa020,12/6/2017 15:39,KLSJIAE0-IHS,10/27/2020 15:36,A,,,,,,,,,"4,404",,
9706190,9HA4147,,9706190,249202000,,,20,KMC0660,3,41,CAPE AKRITAS,CAPE AKRITAS,MT,MT,MLA,IL,,,,1,"112,836","112,836","62,337","134,869",330,48,16,317,23,,1,1,,9/30/2016 0:00,10/10/2017 0:00,,,,,1050692514,1091325865,,,N,N,171010 신규등록,11/14/2019 10:09,Y,,,,,,,,,,,,,,bpa020,10/10/2017 9:09,vtms,4/22/2021 10:29,A,,56422,,,,,,,"11,010",,
9727613,9HA4377,,9727613,249783000,,,20,KMC0660,3,41,CAPE KORTIA,CAPE KORTIA,MT,MT,MLA,IL,,,,1,"112,836","112,836","62,337","134,869",330,48,16,317,23,,1,1,,3/1/2017 0:00,11/22/2019 14:28,,,,,1050692514,,,,N,,,11/22/2019 14:21,Y,,,,,,,,,,,,,,bpa161006,11/22/2019 14:28,vtms,5/6/2021 6:02,,,56618,,,,,,N,"11,010",,
9HA2064,9HA2064,,9398242,249899000,,,20,KMC2103,3,41,ADRIAN SCHULTE,ADRIAN SCHULTE,MT,MT,MLA,DK,,,,1,"75,582","75,582","48,319","90,443",293,40,20,293,20,,1,1,,4/7/2009 0:00,4/1/2011 0:00,,,,,7047740280,1071740082,,3,N,N,,3/18/2021 14:27,Y,,,,,,,,,,,,,,bpa020,3/31/2017 19:08,vtms,3/21/2021 21:11,A,,66046,,,,,,,"7,241",,
9706205,9HA4463,,9706205,249982000,,,20,KMC0660,3,41,CAPE TAINARO,CAPE TAINARO,MT,MT,MLA,IL,,IL,,1,"112,836","112,836","62,337","134,869",330,48,16,317,23,,1,1,,7/1/2016 0:00,5/14/2019 14:18,,,,,1050692514,,,,N,,,5/14/2019 10:22,Y,,,,,,,,,,,,,,bpa181019,5/14/2019 14:18,vtms,4/1/2021 21:16,,,52450,,,,,,,"11,010",,
A8IM7,CQIV,,9301495,255805571,,A8IM7,20,KMC0326,3,41,MSC BILBAO,MSC BILBAO,PT,PT,FNC,CH,KMC0326,LR,,1,"89,941","89,941","54,174","102,759",334,43,15,319,20,,1,1,,11/8/2005 0:00,4/1/2014 0:00,,,8/1/2007 0:00,20,1045657192,514102730,,,N,N,"140314호출부호,선박국적변경",11/17/2020 18:31,Y,,,,,,,,,,,,,,sima3116,4/1/2014 14:27,vtms,5/4/2021 9:15,A,,63793,,,,,,,"8,238",,
9535199,CQHM,,9535199,255805588,,A8WH3,20,ICC2115,3,41,MOL GENESIS,MOL GENESIS,PT,LR,MLW,GR,,IS,,1,"59,307","59,307","31,361","71,416",275,40,11,264,19,,1,1,,4/16/2012 0:00,6/11/2014 0:00,,,,,,4401110,,N,,N,"140605호출부호,선박국적변경 120518 나용/운항 변경",4/16/2012 0:00,Y,,,,,,,,,,,,,,sima3116,6/11/2014 10:28,vtms,4/30/2021 0:05,A,,,,,,,,,"5,605",,
9535137,CQHN,,9535137,255805589,,A8WG9,20,ICC2115,3,41,MOL GATEWAY,MOL GATEWAY,PT,PT,ZZZ,DE,,IM,,1,"59,307","59,307","31,361","71,429",264,40,11,264,19,,1,1,,5/1/2011 0:00,6/24/2014 0:00,,,,,,4401110,,,,N,"140618호출부호,선박국적,선적항 변경",5/4/2011 0:00,Y,,,,,,,,,,,,,,sima3116,6/24/2014 15:43,in18105085-IHS,10/27/2020 15:29,A,,,,,,,,,"5,605",,
9535151,CQHO,,9535151,255805590,,A8WH5,20,ICC2115,1,41,MOL GARLAND,MOL GARLAND,PT,LR,MLW,DE,,IM,ICC2115,1,"59,307","59,307","31,361","71,409",275,40,9,264,19,,1,1,,6/1/2011 0:00,8/1/2014 0:00,,,,,1047154476,4401110,,,N,N,"180711 나용구분 변경/180416 대리점변경/140723호출부호,선박국적변경 110719 운항형태/나용",7/11/2018 0:00,Y,,,,,,,,,,,,,,sima3116,8/1/2014 13:51,bpa163009-IHS,10/27/2020 15:29,A,,47090,,,,,,,"5,605",,
9456965,CQGL,,9456965,255805661,,A8VD7,20,OSL2001,3,41,SCHUBERT,SCHUBERT,PT,LR,MLW,KR,OSL2001,LR,OSL2001,1,"41,331","41,331","23,882","51,687",262,32,20,248,20,3,1,1,,3/1/2010 0:00,12/5/2014 0:00,,,,,1085476337,1090199039,,,N,N,170821 선박국적 변경,3/25/2019 17:15,Y,,,,,,,,,,,,,,bpa020,8/21/2017 17:18,vtms,5/6/2021 7:00,A,,51490,,,,,,,"4,300",,
DCCM2,CQGZ,,9248148,255805675,,DCCM2,20,KMC0211,3,41,LISBON,LISBON,PT,PT,FNC,TW,,,,1,"65,918","65,918","36,896","67,979",265,40,14,265,19,,1,1,,12/2/2002 0:00,7/6/2005 0:00,,,,,1032652849,1091325865,,,N,N,"180625 총길이,만재흘수,운영자국적,대리점변경",7/21/2020 12:54,Y,,,,,,,,,,,,,,bpa020,1/4/2017 17:09,vtms,4/6/2021 21:46,A,,61518,,,,,,,"6,078",,
A8CI2,CQEA,,9248162,255805676,,A8CI2,20,KMC0155,1,41,MAERSK YANGTZE,MAERSK YANGTZE,PT,PT,FNC,DK,,,KMC0155,1,"65,918","65,918","36,896","68,037",265,40,14,265,19,,1,1,,1/1/2003 0:00,,,,,,1098165350,1091325865,,,N,N,"180906 선명,운영작국적,대리점 변경",9/6/2018 0:00,Y,,,,,,,,,,,,,,bpa020,12/30/2016 9:18,bpa163009-IHS,10/27/2020 15:29,A,,48111,,,,,,,"6,078",,
A8GA8,CQDD,,9290787,255805780,,A8GA8,20,KMC2062,1,41,TALASSA,TALASSA,PT,LR,MLW,SG,,,KMC2009,1,"66,280","66,280","36,284","68,228",276,40,9,276,24,,1,1,,7/1/2004 0:00,9/26/2011 0:00,,,,,1024992056,514698001,,N,N,N,"181122 길이/국적/대리점 변경
130226 대리점 변경",11/22/2018 0:00,Y,,,,,,,,,,,,,,lmk0123,3/30/2014 6:55,KLEMSKE0-IHS,10/27/2020 15:29,A,,49413,,,,,,,"5,527",,
9407885,CQDU,,9407885,255805797,,A8ST8,20,KMC0748,1,41,BERNADETTE,BERNADETTE,PT,PT,FNC,FR,,,,1,"52,726","52,726","32,613","65,550",294,32,11,283,18,,1,1,,4/2/2009 0:00,9/8/2011 0:00,,,,,1092876801,1020887191,,,N,N,"180418 한글선명변경/161122 호출부호,선명,대리점 변경 110905 신규",5/24/2019 16:32,Y,,,,,,,,,,,,,,bpa020,11/22/2016 14:59,bpa161006-IHS,10/27/2020 15:29,A,,52655,,,,,,,"5,301",,
9720471,CQZA,,9720471,255805854,,,20,KMC0326,3,41,MSC JEONGMIN,MSC JEONGMIN,PT,PT,FNC,CH,,CH,,1,"94,469","94,469","53,022","110,482",285,48,15,285,20,,1,1,,3/2/2016 0:00,3/2/2016 0:00,,,,,1303081009,1053526046,,,,N,160525 ITC받음,3/2/2016 0:00,Y,,,,,,,,,,,,,,bpa020,5/25/2016 9:45,withj421-IHS,10/27/2020 15:29,A,,,,,,,,,"9,400",,
9735206,CQZL,,9735206,255805865,,,20,KMC0326,1,41,MSC PALAK,MSC PALAK,PT,PT,FNC,CH,KMC0326,CH,KMC0326,1,"96,816","96,816","51,562","109,802",300,48,15,287,21,,1,1,,5/30/2016 0:00,10/24/2019 9:58,,,,,1045657192,,,,N,,,10/23/2019 17:52,Y,,,,,,,,,,,,,,bpa063004,10/24/2019 9:58,bpa063004-IHS,10/27/2020 15:29,,,55982,,,,,,,"9,408",,
9735218,CQZM,,9735218,255805866,,,20,JJC2013,3,41,MSC ELMA,MSC ELMA,PT,PT,FNC,CH,,CH,,1,"96,816","96,816","51,562","110,103",300,48,15,287,21,,1,1,,9/21/2016 0:00,9/30/2016 0:00,,,,,1092381411,1036106282,,,,N,,9/30/2016 0:00,Y,,,,,,,,,,,,,,skarter,9/30/2016 9:40,withj421-IHS,10/27/2020 15:29,A,,,,,,,,,"9,408",,
9745665,CQZO,,9745665,255805868,,,20,KMC0326,3,41,MSC DESIREE,MSC DESIREE,PT,PT,FNC,CH,KMC0326,CH,KMC0326,1,"97,805","97,805","51,562","109,802",300,48,15,287,21,,1,1,,4/27/2017 0:00,4/13/2020 7:50,,,,,1045657192,1045657192,,,N,,,8/31/2020 12:14,Y,,,,,,,,,,,,,,bpa161006,4/13/2020 7:50,vtms,3/20/2021 0:06,,,62245,,,,,,N,"9,408",,
9770737,CQZP,,9770737,255805869,,,20,KMC0326,3,41,MSC GIULIA,MSC GIULIA,PT,PT,FNC,CH,,CH,,1,"96,816","96,816","51,562","112,429",287,48,15,287,21,,1,1,,4/27/2017 0:00,11/14/2017 15:06,,,,,,1045657192,,,,,,11/14/2017 14:24,,,,,,,,,,,,,,,bpa020,11/14/2017 15:06,bpa020-IHS,10/27/2020 15:29,A,,,,,,,,,"9,408",,
9293753,CQYJ,,9293753,255805889,,,20,KMC0326,3,41,CONTI CORTESIA,CONTI CORTESIA,PT,PT,FNC,CH,,PT,,1,"90,449","90,449","59,328","100,863",334,43,15,320,21,,1,1,,5/30/2005 0:00,4/5/2017 0:00,,,,,1045657192,1088166579,,,N,N,,7/10/2020 10:47,Y,,,,,,,,,,,,,,bpa020,4/14/2017 17:54,bpa161006-IHS,10/27/2020 15:29,A,,61316,,,,,,,"8,084",,
V7JK4,CQIB6,,9293806,255805914,,DDZF2,20,ICC2115,3,41,CONTI CONTESSA,CONTI CONTESSA,PT,PT,FNC,DE,,DE,,1,"90,449","90,449","59,328","101,007",334,43,13,321,21,,1,1,,10/17/2005 0:00,,,,,,519998631,1093956250,,,N,,,5/8/2020 15:51,Y,,,,,,,,,,,,,,bpa020,12/23/2016 10:02,vtms,3/27/2021 20:00,A,,60082,,,,,,,"8,084",,
9720524,CQID6,,9720524,255805930,,,20,KMC0326,3,41,MSC CLEA,MSC CLEA,PT,PT,FNC,CH,KMC0326,CH,KMC0326,1,"95,514","95,514","53,022","110,593",300,48,14,283,25,,1,1,,11/26/2014 0:00,11/24/2016 0:00,,,,,1045657192,1045657192,,,N,N,,5/21/2020 8:45,Y,,,,,,,,,,,,,,skarter,11/28/2016 14:00,in18105085-IHS,10/27/2020 15:29,A,,60322,,,,,,,"9,400",,
9778076,CQIP2,,9778076,255806027,,,20,KMC0326,3,41,MSC SHUBA B,MSC SHUBA B,PT,PT,FNC,CH,,CH,,1,"113,112","113,112","62,337","134,007",330,48,16,317,23,,1,1,,8/23/2017 0:00,9/4/2017 0:00,,,,,,1045657192,,,,N,170904신규등록,9/4/2017 0:00,Y,,,,,,,,,,,,,,piri23,9/4/2017 14:47,hyjeon-IHS,10/27/2020 15:29,A,,,,,,,,,"11,010",,
9778105,CQIP3,,9778105,255806028,,,20,KMC0326,3,41,MSC SHREYA B,MSC SHREYA B,PT,PT,FNC,CH,,CH,,1,"113,112","113,112","62,337","126,368",330,48,16,317,23,,1,1,,9/20/2017 0:00,2/5/2018 0:00,,,,,,1045657192,,,,N,180205 신규등록,2/5/2018 0:00,Y,,,,,,,,,,,,,,bpa020,2/5/2018 12:00,bpa020-IHS,10/27/2020 15:29,A,,,,,,,,,"11,010",,
9778117,CQIP4,,9778117,255806029,,,20,KMC0326,1,41,MSC NITYA B,MSC NITYA B,PT,PT,FNC,CH,KMC0326,CH,KMC0326,1,"113,112","113,112","62,337","134,007",330,48,16,317,23,,1,1,,9/28/2017 0:00,12/26/2019 8:49,,,,,1045657192,,,,N,,,12/26/2019 8:22,Y,,,,,,,,,,,,,,bpa161006,12/26/2019 8:49,bpa161006-IHS,10/27/2020 15:29,,,57334,,,,,,N,"11,010",,
9778088,CQIP6,,9778088,255806031,,,20,KMC0326,1,41,MSC MADHU B,MSC MADHU B,PT,PT,FNC,CH,KMC0326,CH,,1,"113,112","113,112","62,337","134,007",330,48,16,316,23,,1,1,,11/27/2015 0:00,1/30/2020 15:16,,,,,1045657192,,,,N,,,1/30/2020 15:14,Y,,,,,,,,,,,,,,bpa161006,1/30/2020 15:16,bpa161006-IHS,10/27/2020 15:29,,,58126,,,,,,N,"11,010",,
9778090,CQIP7,,9778090,255806032,,,20,KMC0326,1,41,MSC YASHI B,MSC YASHI B,PT,PT,FNC,CH,KMC0326,,,1,"113,112","113,112","62,337","134,007",330,48,16,317,23,,1,1,,12/4/2015 0:00,9/30/2019 10:44,,,,,1045657192,,,,N,,,9/30/2019 10:31,Y,,,,,,,,,,,,,,bpa063004,9/30/2019 10:44,bpa063004-IHS,10/27/2020 15:29,,,55526,,,,,,,"11,010",,
A8TA3,CQIP9,,9466960,255806034,,A8TA3,20,KMC0660,3,41,NORTHERN JASPER,NORTHERN JASPER,PT,PT,FNC,IL,,DE,,1,"94,407","94,407","54,884","108,804",318,43,15,318,20,,1,1,,8/25/2009 0:00,7/1/2014 0:00,,,,,1050692514,1090199039,,,N,N,"170824호출부호,선주국적,운영자국적,선적항,총길이변경",12/27/2018 16:46,Y,,,,,,,,,,,,,,bpa020,8/24/2017 16:46,vtms,4/2/2021 21:37,A,,50010,,,,,,,"8,814",,
9778399,CQIS7,,9778399,255806057,,,20,KMC0155,3,41,BRIGHT,BRIGHT,PT,PT,FNC,DK,,,,1,"31,370","31,370","11,532","36,917",186,35,11,179,18,,1,1,,12/1/2015 0:00,3/18/2019 15:42,,,,,1098165350,,,,N,,,9/29/2020 17:27,Y,,,,,,,,,,,,,,bpa181019,3/18/2019 15:42,vtms,11/20/2020 7:24,,,62896,,,,,,,"2,782",,
DCPY2,CQIV3,,9252553,255806077,,DCPY2,20,KMC0155,3,41,NORTHERN MAGNITUDE,NORTHERN MAGNITUDE,PT,PT,FNC,DK,,,,1,"75,590","75,590","42,233","85,810",289,40,15,289,21,,1,1,,7/21/2003 0:00,2/17/2015 0:00,,,,,1.05E+12,1031285566,,,,N,,11/6/2017 17:35,Y,,,,,,,,,,,,,,bpa020,11/6/2017 18:38,bpa020-IHS,10/27/2020 15:29,A,,,,,,,,,"6,732",,
DCPZ2,CQIV4,,9252541,255806078,,DCPZ2,20,KMC0155,1,41,NORTHERN MAGNUM,NORTHERN MAGNUM,PT,PT,FNC,KR,,DE,,1,"75,590","75,590","42,233","85,832",300,40,15,289,21,,1,1,,6/9/2003 0:00,11/25/2014 0:00,,,,,,1094502281,,,,N,"180327 호출부호,대리점,나용구분,선명,선박국적,선적항 변경",3/27/2018 0:00,Y,,,,,,,,,,,,,,bpa020,6/23/2015 17:36,bpa020-IHS,10/27/2020 15:29,A,,,,,,,,,"6,732",,
C6SR7,CQIZ8,,9248124,255806114,,CQJZ8,20,KMC0748,3,41,CMA CGM PUGET,CMA CGM PUGET,PT,PT,FNC,FR,,DE,,1,"49,855","49,855","20,243","58,548",266,32,13,266,22,,1,1,,3/4/2002 0:00,,,,,,1050902717,1046768801,,3,N,,,5/29/2020 13:20,Y,,,,,,,,,,,,,,lmk0123,1/30/2014 18:59,vtms,5/4/2021 9:22,A,,60466,,,,,,,"4,404",,
9450363,CQAG8,,9450363,255806170,,,20,KMC0326,3,41,NORTHERN JAMBOREE,NORTHERN JAMBOREE,PT,PT,FNC,CH,KMC0326,,,1,"94,419","94,419","54,884","108,827",333,43,13,318,20,,1,1,,12/4/2009 0:00,7/23/2010 0:00,,,,,1045657192,1094502281,,3,N,N,170613 대리점변경 180702호출선적항국적대리점변경,6/20/2020 19:26,Y,,,,,,,,,,,,,,bpa020,6/13/2017 16:35,vtms,3/16/2021 9:58,A,,60921,,,,,,,"8,814",,
DCPX2,CQAX6,,9252577,255806304,,DCPX2,20,KMC0155,3,41,NORTHERN MONUMENT,NORTHERN MONUMENT,PT,PT,FNC,DK,,,KMC0155,1,"75,590","75,590","42,233",0,289,40,15,289,21,,1,1,,11/24/2003 0:00,,,,,,1098165350,,,,N,N,"190114 선명/총길이/선사 변경
전A8DQ6,호출,국적",10/27/2020 17:27,Y,,,,,,,,,,,,,,lmk0123,2/23/2014 16:47,vtms,3/28/2021 12:19,A,,63398,,,,,,,"6,732",,
9857171,CQEB9,,9857171,255806340,,D5VQ2,20,KMC0326,3,41,MSC VIRGO,MSC VIRGO,PT,PT,FNC,CH,KMC0326,CH,KMC0326,1,"149,525","149,525","68,669","158,097",366,51,15,353,26,,1,1,,5/27/2020 0:00,5/28/2020 12:53,,,,,1045657192,,,,N,,,6/10/2020 17:06,Y,,,,,,,,,,,,,,upa2019014,5/28/2020 12:53,vtms,12/12/2020 17:20,,,60708,,,,,,N,"15,000",,
9289087,CQEE7,,9289087,255806362,,,20,KMC0326,3,41,MSC BUSAN,MSC BUSAN,PT,PT,FNC,CH,KMC0326,CH,,1,"89,954","89,954","54,268",0,325,43,15,310,20,,1,1,,4/19/2005 0:00,3/11/2021 11:29,,,,,1045657192,,,,N,,,3/11/2021 11:25,Y,,,,,,,,,,,,,,bpa161006,3/11/2021 11:29,ywhyun,3/18/2021 0:06,,,65897,,,,,,N,,,
9793947,CQEW3,,9793947,255806502,,VRSB4,20,KMC0326,3,41,MSC SIYA B,MSC SIYA B,PT,PT,FNC,CH,KMC0326,,,1,"113,828","113,828","63,909",0,330,48,16,319,23,,1,1,,12/10/2015 0:00,9/14/2020 10:55,,,,,1045657192,,,,N,,,3/4/2021 10:30,Y,,,,,,,,,,,,,,bpa161006,9/14/2020 10:55,vtms,3/15/2021 0:04,,,65739,,,,,,N,,,
A8KN6,9HA3870,,9297474,256265000,,A8KN6,20,KMC0155,3,41,SYDNEY TRADER,SYDNEY TRADER,MT,MT,MLA,DK,,,,1,"54,809","54,809","34,226","67,222",284,32,14,284,18,,1,1,,4/18/2005 0:00,3/14/2014 0:00,,,,,1098165350,1028010295,,,N,N,"180508 대리점,선적항,나용구분 변경",6/19/2020 10:50,Y,,,,,,,,,,,,,,bpa020,10/14/2015 9:12,vtms,3/23/2021 16:01,A,,60902,,,,,,,"5,047",,
9723277,9HA3999,,9723277,256763000,,,20,ICC2115,3,41,CROATIA,CROATIA,MT,MT,MLA,KR,,MT,,1,"94,684","94,684","55,975","111,469",299,48,13,286,25,,1,1,,5/27/2016 0:00,6/21/2016 0:00,,,,,,1098790208,,,,N,180320총길이 변경,3/20/2018 0:00,Y,,,,,,,,,,,,,,bpa020,3/20/2018 17:29,vtms,4/28/2021 6:06,A,,,,,,,,,"9,040",,
9430040,V2HD9,,9430040,304475000,,A8NF3,20,KMS8811,3,41,CONMAR MOON,CONMAR MOON,AG,AG,SJO,KR,KMS8811,,KMS8811,1,"7,170","7,170","3,068","8,544",122,19,8,122,11,3,1,1,,1/1/2008 0:00,7/18/2011 0:00,,,,,1046651954,1068067238,,N,N,N,"181221 호출부호/선명/선사 변경
170708 대리점변경",6/21/2019 9:07,Y,,,,,,,,,,,,,,bpa020,7/10/2017 11:09,bpa111,4/30/2021 16:46,A,,53527,,,,,,,704,,
A8MH4,A8MH4,,9329643,304939000,,,20,KMC0326,3,41,NORTHERN DEFENDER,NORTHERN DEFENDER,LR,LR,MLW,CH,KMC0326,,,1,"35,975","35,975","15,938","42,121",217,32,12,217,19,,1,1,,1/1/2007 0:00,,,,,,1045657192,1090199039,,,N,N,"171214운영자국적,선주국적 변경",5/16/2019 13:19,Y,,,,,,,,,,,,,,bpa020,12/14/2017 15:24,bpa161006-IHS,10/27/2020 15:35,A,,52497,,,,,,,"3,534",,
V2DR2,V2DR2,,9404730,305311000,,,20,KMC0360,3,41,LANTAU BEE,LANTAU BEE,AG,AG,SJO,DE,,,,1,"9,610","9,610","4,745","12,829",135,23,8,135,11,,1,1,,6/23/2008 0:00,,,,,,,1066666726,,3,N,N,121011 운항/나용/대리점 변경,5/20/2020 13:58,Y,,,,,,,,,,,,,,bpa222,9/14/2013 7:11,vtms,5/2/2021 7:18,A,업체 연락처 010 6666 6726 20.12.12 확인,60312,,,,,,,"1,049",,
V2EQ6,V2EQ6,,9360520,305517000,,,20,KMC0660,3,41,IMKE SCHEPERS,IMKE SCHEPERS,AG,AG,SJO,IL,,,,1,"9,056","9,056","4,776","10,600",155,22,7,155,9,,1,1,,2/1/2010 0:00,2/20/2012 0:00,,,,,1087226223,,,,N,N,120208 선명/대리점,12/14/2020 10:21,Y,,,,,,,,,,,,,,bpa222,10/27/2012 23:52,bpa111,12/16/2020 6:44,A,,64276,,,,,,,"1,012",,
C6QO7,C6QO7,,9202780,308025000,,,20,KMC0178,3,41,RESOLUTION,RESOLUTION,BS,BS,NAS,CN,,BS,KMS8832,1,"9,141","9,141","3,982","10,005",136,23,8,125,11,9,1,2,,5/1/1988 0:00,6/10/2013 0:00,,,,,1089428695,1082425032,1038775683,,N,N,180905 대리점변경,9/5/2018 0:00,Y,,,,,,,,,,,,,,bpa020,4/3/2017 13:13,vtms,2/10/2021 17:48,A,,48105,,,,,,,855,,
C6VG9,C6VG9,,9344186,308234000,,,20,KMC0178,3,41,MYRIAD,MYRIAD,BS,BS,NAS,BS,,BS,,1,"5,403","5,403","2,862","6,898",109,19,6,109,9,3,1,1,,3/4/2006 0:00,8/23/2010 0:00,,,8/9/2006 0:00,20,1038467442,1082425032,,,N,N,,11/19/2020 16:23,Y,,,,,,,,,,,,,,chlqhdrb,3/21/2011 14:23,vtms,5/4/2021 12:57,A,,63843,,,,,,,556,,
C6OW2,3EBO,,9161821,309881000,,C6OW2,20,KMC2009,3,41,XIANG REN,XIANG REN,PA,JP,CHB,SG,,,,1,"6,102","6,102","3,070","7,968",112,20,7,111,9,,1,1,,2/21/1997 0:00,4/18/2012 0:00,,,,,1024992056,1024992056,,,N,N,181109 대리점변경/180827 대리점변경/180326 대리점변경,12/23/2020 14:34,Y,,,,,,,,,,,,,,bpa020,2/16/2017 8:58,vtms,5/1/2021 10:36,A,010 2499 2056   밴라인 21.03.12.,64445,,,,,,,650,,
A8GT7,ZCEU8,,9290816,310761000,,A8GT7,20,KMC0155,N,41,LIMARI,LIMARI,BM,BM,BDA,DK,,,,1,"42,382","42,382","19,338","52,683",259,32,13,259,19,,1,1,,9/1/2004 0:00,,,,,,1098165350,1045613808,,3,N,N,130206 운항/운영자국적 변경,6/21/2019 9:02,Y,,,,,,,,,,,,,,lmk0123,2/9/2013 8:55,bpa161006-IHS,10/27/2020 15:33,A,,53526,,,,,,,"4,043",,
9808039,C6DN4,,9808039,311000725,,,20,OSL0038,3,41,EPONYMA,EPONYMA,BS,BS,NAS,KR,,,,1,"9,587","9,587","4,515","11,817",134,23,8,133,11,3,1,1,,11/9/2017 0:00,11/8/2017 0:00,,,,,1037200270,,,,N,N,,5/2/2019 17:19,Y,,,,,,,,,,,,,,genkim87,11/20/2017 15:36,vtms,5/4/2021 6:07,A,,52241,,,,,,,"1,096",,
